Device_ID,Device_Name,Acoustic_Level,Feature,N_Complete_Pairs,ICC_3_1,ICC_95CI_Low_Bootstrap,ICC_95CI_High_Bootstrap,Bootstrap_Valid_Replicates,ICC_Category,Session1_Mean,Session1_SD,Session2_Mean,Session2_SD,Mean_Change_S2_Minus_S1
1,ASUS_FX63VD_laptop,W,mfcc1V_sma3nz_stddevNorm,51,0.4867418244763126,0.08949918734916883,0.7921267207739864,2000,poor,0.16807317358822918,0.08318133731368312,0.15313697665674134,0.05550049176343391,-0.014936196931487861
1,ASUS_FX63VD_laptop,W,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,51,0.6790978249395039,0.5253466568406315,0.8155762137304227,2000,moderate,0.08510644484868306,0.03502540178042024,0.08470140805624839,0.046901991405590274,-0.0004050367924346591
1,ASUS_FX63VD_laptop,W,hammarbergIndexUV_sma3nz_amean,51,0.12762046433140284,-0.08146262986939884,0.5107142735192937,2000,poor,1.8445515462970423,2.3791423665150857,2.3913605234016284,3.464060489880214,0.5468089771045862
1,ASUS_FX63VD_laptop,W,spectralFluxUV_sma3nz_amean,51,0.5780097121522,0.21389788929738726,0.7855228054812218,2000,moderate,0.11220521294764747,0.16300595704139295,0.11131391362179195,0.13796935010991984,-0.0008912993258554793
1,ASUS_FX63VD_laptop,W,hammarbergIndexV_sma3nz_stddevNorm,51,0.4923761121410171,0.261402187865796,0.7011315114883638,2000,poor,0.24853917333224607,0.07339551118299935,0.23105638068273385,0.07426143896851103,-0.01748279264951223
1,ASUS_FX63VD_laptop,W,spectralFluxV_sma3nz_stddevNorm,51,0.5970968067690722,0.426157143850498,0.7289306448690129,2000,moderate,0.3784672760305593,0.06821688613685535,0.3717504151650238,0.08164926404452066,-0.006716860865535509
1,ASUS_FX63VD_laptop,W,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,51,0.5914409549564502,0.34140577428860525,0.7655651920371638,2000,moderate,4.099274623443595,1.9065783653101358,4.092006436006271,2.5131473081322,-0.007268187437323792
1,ASUS_FX63VD_laptop,W,F1amplitudeLogRelF0_sma3nz_amean,51,0.20636719842948759,-0.001774533168620011,0.44204473344575523,2000,poor,-14.227615745984561,9.274211163942825,-13.347722412491539,10.004463238487077,0.8798933334930271
1,ASUS_FX63VD_laptop,W,jitterLocal_sma3nz_amean,51,0.6625401085444986,0.47276157025171106,0.8060531494375792,2000,moderate,0.03661854445262084,0.013612116679579643,0.03444516893211455,0.015496000991948644,-0.0021733755205062904
1,ASUS_FX63VD_laptop,W,StddevVoicedSegmentLengthSec,51,0.0846433133371989,-0.15904405318690742,0.3656898025780983,2000,poor,0.006118232853831282,0.009416082376764157,0.006469462226259513,0.012633616030281503,0.00035122937242823137
1,ASUS_FX63VD_laptop,W,slopeUV500-1500_sma3nz_amean,51,0.5845087088401066,0.31527269529053636,0.7408482039847326,2000,moderate,-0.0028369752621267845,0.0036202979813149453,-0.0031219575363842125,0.004152683370425162,-0.000284982274257428
1,ASUS_FX63VD_laptop,W,alphaRatioUV_sma3nz_amean,51,0.07193897526917449,-0.234671913461464,0.49923523204020975,2000,poor,-1.1458574344988954,1.9438382230194153,-1.531121682001591,2.3180215243450584,-0.38526424750269556
1,ASUS_FX63VD_laptop,W,mfcc1V_sma3nz_amean,51,0.7232534342704592,0.5640075031166145,0.8378556857560839,2000,moderate,33.08732186987934,4.017197458938968,32.68487628159321,4.175463997337597,-0.4024455882861227
1,ASUS_FX63VD_laptop,W,F3amplitudeLogRelF0_sma3nz_amean,51,0.41900193392936913,0.12695361164072302,0.712680065575895,2000,poor,-33.36144010075769,9.099845307590199,-32.58501258323249,9.835478944785635,0.7764275175252013
