Feature,English_Description,Interaction_Coef,Z_Score,HDI_2.5%,HDI_97.5%,Interaction_PValue,Significant_Interaction,Interaction_FDR_PValue,Significant_Interaction_FDR,W_Age_Coef,W_Age_PValue,W_Age_Significant,CW_Age_Coef,CW_Age_PValue,CW_Age_Significant
spectralFluxV_sma3nz_amean,Spectral flux-mean [timbre change],0.08095615140163609,2.5616483678576363,0.0190139821569519,0.14289832064632027,0.01041767337928682,True,0.030244858197929478,True,0.20820782757711934,0.0011134305137951246,True,0.28916397897875545,8.06502308330348e-05,True
slopeV0-500_sma3nz_amean,slopeV0-500-mean,-0.07353875521200058,-2.572891665766568,-0.12955975373802178,-0.01751775668597938,0.010085277085167202,True,0.030244858197929478,True,0.2844370292504238,5.545682128175392e-06,True,0.2108982740384232,0.0006892443033736928,True
F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F0 semitone-standard deviation [pitch],0.09576948062787555,2.5008772376649913,0.02071254492402841,0.17082641633172269,0.01238861138213957,True,0.03484296951226754,True,0.05308749247095378,0.02341272770227241,True,0.14885697309882934,1.0298985658963034e-05,True
StddevUnvoicedSegmentLength,Unvoiced segment duration SD [pause stability],0.07635859199253549,2.303752996250311,0.011393797351370694,0.14132338663370028,0.021236513038998185,True,0.05791776283363142,False,0.0008221136689581046,0.9784589159479672,False,0.0771807056614936,0.029469390717120403,True
Duration,Word duration (articulation lengthening),0.10868209367470856,2.244134924281178,0.013760482100635976,0.20360370524878113,0.024823721504456994,True,0.06383242672574656,False,0.20622842699034802,6.103891058364361e-10,True,0.3149105206650566,8.659739592076221e-14,True
jitterLocal_sma3nz_stddevNorm,Jitter-coefficient of variation [roughness],0.08664991898342889,2.24475744898903,0.010991926943349647,0.1623079110235081,0.024783707772701873,True,0.06383242672574656,False,0.1081539320595416,0.0004784963620362549,True,0.1948038510429705,1.3511914032093841e-08,True
F0semitoneFrom27.5Hz_sma3nz_amean,F0 semitone-mean [pitch],-0.04377220506560979,-1.9433741309772818,-0.08791888817775528,0.00037447804653569644,0.05197097053968455,False,0.12992742634921137,False,0.09528681894537276,0.18244026972603877,False,0.05151461387976297,0.45901298352321707,False
spectralFlux_sma3_amean,Spectral flux-mean [timbre change],0.059074269018747336,1.8885442346809982,-0.0022351592437590967,0.12038369728125377,0.05895292533155196,False,0.1433990075632345,False,0.21639597950820197,0.00081632697184368,True,0.2754702485269493,0.0001966017578698409,True
loudness_sma3_percentile80.0,Loudness-80th percentile [intensity],0.05274639962883802,1.8650209531410529,-0.0026861911409363434,0.1081789903986124,0.062178467277643874,False,0.14348877064071663,False,0.18948346525660836,0.0009890728578276226,True,0.2422298648854464,0.0005772310109886103,True
VoicedSegmentsPerSec,VoicedSegmentsPerSec,0.08820512525991558,1.8739073537591509,-0.004052394922512123,0.1804626454423433,0.06094319571643894,False,0.14348877064071663,False,-0.2179198485284625,9.062715188735695e-06,True,-0.1297147232685469,1.1301759528237199e-09,True
slopeV500-1500_sma3nz_amean,slopeV500-1500-mean,0.052685122127225974,1.6933216787093837,-0.008297289347047362,0.11366753360149931,0.09039425387081672,False,0.19842641093593913,False,-0.08130297406931322,0.010974556878112069,True,-0.028617851942087248,0.3921269263975393,False
